tzdata 2015g-1
ucommon 6.5.3-1
udisks2 2.1.6-1
udns 0.4-2
uget 2.0.3-1
unace 2.5-9
unixodbc 2.3.4-1
unzip 6.0-11
upower 0.99.3-1
usbredir 0.7-1
usbutils 008-1
util-linux 2.27.1-1
v4l-utils 1.6.3-3
vala 0.30.0-1
valgrind 3.11.0-1
vamp-plugin-sdk 2.5-3
vde2 2.3.2-8
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.2-1
vim-runtime 7.4.1089-1
virtualgl 2.4.1-1
vlc 2.2.1-11
vscode-bin 0.10.1-2
vte 0.28.2-7
vte-common 0.42.1-2
vte3 0.42.1-2
w3m 0.5.3.git20151119-1
wavpack 4.75.2-1
wayland 1.9.0-1
wcslib 5.12-1
webkit2gtk 2.10.4-3
webkitgtk 2.4.9-5
webkitgtk2 2.4.9-5
webrtc-audio-processing 0.1-3
wget 1.16.3-1
which 2.21-1
whois 5.2.7-1
wildmidi 0.3.8-1
wiredtiger 2.7.0-2
wireless_tools 30.pre9-1
wpa_supplicant 1:2.5-2
wqy-microhei 0.2.0_beta-7
wxgtk 3.0.2-5
wxgtk2.8 2.8.12.1-4
x265 1.8-3
xapian-core 1:1.2.22-1
xbitmaps 1.1.1-3
xcb-proto 1.11-2
xcb-util 0.4.0-1
xcb-util-cursor 0.1.2-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xchm 1.23-3
xcursor-human 0.6-4
xcursor-neutral 1.13a-7
xcursor-premium 0.3-8
xcursor-themes 1.0.4-1
xcursor-vanilla-dmz 0.4.4-1
xcursor-vanilla-dmz-aa 0.4.4-1
xcursor-windows-8 1.01-1
xdg-utils 1.1.1-1
xerces-c 3.1.2-2
xextproto 7.3.0-1
xf86-input-evdev 2.10.1-3
xf86-input-synaptics 1.8.3-2
xf86-video-intel 1:2.99.917+519+g8229390-1
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfce-theme-greybird-git 1.6.2.r633-1
xfce4-appfinder 4.12.0-3
xfce4-battery-plugin 1.0.5-4
xfce4-datetime-plugin 0.6.2-4
xfce4-mixer 4.11.0-2
xfce4-notifyd 0.2.4-2
xfce4-panel 4.12.0-1
xfce4-power-manager 1.4.4-1
xfce4-screenshooter 1.8.2-2
xfce4-session 4.12.1-3
xfce4-settings 4.12.0-3
xfce4-taskbar-plugin 20130504-1
xfce4-taskmanager 1.1.0-1
xfce4-terminal 0.6.3-2
xfce4-whiskermenu-plugin 1.5.2-1
xfconf 4.12.0-2
xfdesktop 4.12.3-1
xfsprogs 4.3.0-1
xfwm4 4.12.3-1
xineramaproto 1.2.1-3
xkeyboard-config 2.16-1
xorg-appres 1.0.4-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.18.0-4
xorg-server-common 1.18.0-4
xorg-server-utils 7.6-4
xorg-sessreg 1.1.0-1
xorg-setxkbmap 1.3.1-1
xorg-twm 1.0.9-1
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xcmsdb 1.0.5-1
xorg-xcursorgen 1.0.6-1
xorg-xdpyinfo 1.3.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-3
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.3.1-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.4.3-1
xorg-xrdb 1.1.0-2
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xproto 7.0.28-1
xscreensaver 5.34-1
xterm 322-1
xulrunner 41.0.2-3
xvidcore 1.3.4-1
xz 5.2.2-1
yajl 2.1.0-1
yaml-cpp 0.5.3-1
yaourt 1.7-1
yasm 1.3.0-1
you-get-git 0.4.245.20160111-1
zbar 0.10-7
zenity 3.18.1.1-1
zeromq 4.1.3-4
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1.2.8-4
zsh 5.2-1
zsh-completions 0.12.0-2
zukitwo-themes 20141022-1
zvbi 0.2.35-1
